date,time,temp,dew_point,humidity,wind_dir,wind_speed,wind_gust,pressure,condition
2023-05-01,00:20,18.9,12.8,0.68,W,6.7,0,1015.2,Fair
2023-05-01,00:50,18.9,13.9,0.73,WSW,7.2,0,1015.2,Fair
2023-05-01,01:20,17.8,13.9,0.77,W,6.7,0,1014.6,Fair
2023-05-01,01:50,18.9,13.9,0.73,W,6.7,0,1014.6,Fair
2023-05-01,02:20,18.9,12.8,0.68,WSW,6.7,0,1014.6,Fair
2023-05-01,02:50,17.8,12.8,0.73,WSW,6.7,0,1014.6,Fair
2023-05-01,03:20,17.8,12.8,0.73,W,7.2,0,1014.6,Fair
2023-05-01,03:50,17.8,12.8,0.73,SW,6.3,0,1013.5,Fair
2023-05-01,04:20,18.9,12.2,0.64,SW,4,0,1014.6,Fair
2023-05-01,04:50,18.9,12.2,0.64,WSW,3.1,0,1014.6,Fair
2023-05-01,05:20,17.8,12.8,0.73,WSW,3.6,0,1014.6,Fair
2023-05-01,05:50,17.8,12.8,0.73,SW,2.2,0,1014.6,Fair
2023-05-01,06:50,17.2,12.2,0.72,W,0.4,0,1014.6,Fair
2023-05-01,07:50,17.8,16.1,0.88,NE,0.9,0,1015.2,Patches of Fog
2023-05-01,08:50,17.2,13.9,0.82,W,0.9,0,1015.2,Patches of Fog
2023-05-01,09:20,17.8,13.9,0.77,WSW,2.7,0,1015.2,Patches of Fog
2023-05-01,09:50,17.8,13.9,0.77,WSW,2.2,0,1015.2,Fair
2023-05-01,10:20,18.9,13.9,0.73,SW,2.7,0,1016.3,Fair
2023-05-01,10:50,21.1,13.9,0.64,WSW,1.3,0,1016.3,Fair
2023-05-01,11:20,21.1,15,0.68,ESE,2.7,0,1016.3,Fair
2023-05-01,11:50,22.2,13.9,0.6,SE,2.2,0,1016.3,Fair
2023-05-01,12:20,22.2,13.9,0.6,E,2.2,0,1016.3,Fair
2023-05-01,12:50,22.2,13.9,0.6,E,2.2,0,1016.3,Fair
2023-05-01,13:20,22.2,15,0.64,E,2.7,0,1016.3,Fair
2023-05-01,13:50,22.2,15,0.64,E,2.7,0,1016.3,Fair
2023-05-01,14:20,22.2,15,0.64,E,3.6,0,1016.3,Fair
2023-05-01,14:50,21.1,15,0.68,E,3.6,0,1016.3,Fair
2023-05-01,15:20,21.1,16.1,0.73,E,3.1,0,1016.3,Fair
2023-05-01,15:50,21.1,16.1,0.73,E,3.1,0,1016.3,Fair
2023-05-01,16:20,21.1,16.1,0.73,E,3.6,0,1015.2,Fair
2023-05-01,16:50,20,16.1,0.78,E,3.6,0,1015.2,Fair
2023-05-01,17:20,20,16.1,0.78,E,3.1,0,1015.2,Fair
2023-05-01,17:50,20,16.1,0.78,E,3.1,0,1015.2,Fair
2023-05-01,18:20,20,17.2,0.83,E,4,0,1015.2,Fair
2023-05-01,18:50,20,17.2,0.83,E,3.6,0,1015.2,Fair
2023-05-01,19:20,18.9,17.2,0.88,E,3.6,0,1014.6,Fair
2023-05-01,19:50,20,17.2,0.83,ENE,3.1,0,1014.6,Fair
2023-05-01,20:20,18.9,17.2,0.88,E,3.6,0,1014.6,Fair
2023-05-01,20:32,18.9,17.2,0.88,E,3.6,0,1014.6,Partly Cloudy
2023-05-01,20:50,17.8,17.2,0.94,E,3.1,0,1014.6,Mostly Cloudy
2023-05-01,21:20,17.2,16.1,0.94,E,3.1,0,1015.2,Fog
2023-05-01,21:50,17.2,16.1,0.94,E,4,0,1015.2,Fog
2023-05-01,22:20,17.2,16.1,0.94,E,4.5,0,1015.2,Fog
2023-05-01,22:50,17.2,16.1,0.94,E,4.5,0,1016.3,Light Rain
2023-05-01,23:20,17.2,16.1,0.94,ENE,2.7,0,1016.3,Light Rain
2023-05-01,23:50,17.2,16.1,0.94,ENE,3.6,0,1016.3,Cloudy
2023-05-02,00:20,17.2,17.2,1,NE,3.6,0,1016.3,Cloudy
2023-05-02,00:50,17.2,17.2,1,ENE,3.6,0,1016.3,Light Rain
2023-05-02,01:20,17.2,17.2,1,NE,4,0,1016.3,Cloudy
2023-05-02,01:50,17.2,17.2,1,ENE,4,0,1016.3,Light Drizzle
2023-05-02,02:20,17.8,17.2,0.94,ENE,4.5,0,1016.3,Light Drizzle
2023-05-02,02:50,17.8,17.2,0.94,ENE,5.4,0,1015.2,Fog
2023-05-02,03:20,17.8,17.2,0.94,ENE,5.4,0,1015.2,Cloudy
2023-05-02,03:50,17.8,17.2,0.94,ENE,6.3,0,1015.2,Cloudy
2023-05-02,04:20,17.8,17.2,0.94,ENE,6.7,0,1015.2,Cloudy
2023-05-02,04:50,17.8,17.2,0.94,E,6.3,0,1015.2,Cloudy
2023-05-02,05:20,17.8,17.2,0.94,ENE,4.5,0,1015.2,Cloudy
2023-05-02,05:50,17.8,17.2,0.94,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,06:50,17.8,16.1,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,07:50,17.8,16.1,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,08:50,18.9,17.2,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,09:20,18.9,17.2,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,09:50,18.9,17.2,0.88,E,6.3,0,1015.2,Mostly Cloudy
2023-05-02,10:20,18.9,17.2,0.88,E,5.8,0,1015.2,Mostly Cloudy
2023-05-02,10:50,18.9,17.2,0.88,E,5.8,0,1015.2,Cloudy
2023-05-02,11:20,18.9,17.2,0.88,E,5.8,0,1015.2,Mostly Cloudy
2023-05-02,11:50,18.9,17.2,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,12:20,18.9,17.2,0.88,E,5.4,0,1015.2,Mostly Cloudy
2023-05-02,12:50,20,17.2,0.83,ESE,5.4,0,1015.2,Mostly Cloudy
2023-05-02,13:20,21.1,17.2,0.78,ESE,5.4,0,1015.2,Mostly Cloudy
2023-05-02,13:50,21.1,16.1,0.73,ESE,5.4,0,1015.2,Mostly Cloudy
2023-05-02,14:20,21.1,15,0.68,ESE,5.4,10.3,1014.6,Mostly Cloudy
2023-05-02,14:50,22.2,15,0.64,E,5.4,0,1014.6,Mostly Cloudy
2023-05-02,15:20,22.2,15,0.64,ESE,5.8,0,1014.6,Fair
2023-05-02,15:50,22.2,13.9,0.6,E,5.8,0,1013.5,Fair
2023-05-02,16:20,22.2,15,0.64,ESE,5.8,0,1013.5,Fair
2023-05-02,16:50,22.2,13.9,0.6,ESE,5.8,0,1013.5,Fair
2023-05-02,17:20,22.2,13.9,0.6,ESE,5.4,0,1013.5,Fair
2023-05-02,17:50,22.2,13.9,0.6,ESE,5.4,0,1012.5,Fair
2023-05-02,18:20,22.2,15,0.64,E,5.4,0,1012.5,Fair
2023-05-02,18:50,22.2,15,0.64,E,5.8,0,1012.5,Fair
2023-05-02,19:20,21.1,15,0.68,E,5.4,0,1012.5,Fair
2023-05-02,19:50,21.1,15,0.68,E,4.5,0,1012.5,Fair
2023-05-02,20:20,20,16.1,0.78,E,4,0,1012.5,Fair
2023-05-02,20:50,20,16.1,0.78,E,4,0,1012.5,Fair
2023-05-02,21:20,18.9,16.1,0.83,NE,4,0,1012.5,Fair
2023-05-02,21:50,18.9,16.1,0.83,NE,4,0,1013.5,Fair
2023-05-02,22:20,18.9,16.1,0.83,NE,3.6,0,1013.5,Fair
2023-05-02,22:50,18.9,16.1,0.83,E,3.1,0,1013.5,Mostly Cloudy
2023-05-02,23:20,18.9,16.1,0.83,ENE,6.3,0,1013.5,Partly Cloudy
2023-05-02,23:50,18.9,16.1,0.83,ENE,5.8,0,1013.5,Cloudy
2023-05-03,00:20,18.9,16.1,0.83,E,3.6,0,1014.6,Partly Cloudy
2023-05-03,00:50,18.9,16.1,0.83,E,3.6,0,1014.6,Mostly Cloudy
2023-05-03,01:20,18.9,16.1,0.83,ENE,5.8,0,1014.6,Cloudy
2023-05-03,01:50,20,15,0.73,ENE,7.2,0,1013.5,Cloudy
2023-05-03,02:20,18.9,15,0.78,ENE,7.2,0,1013.5,Cloudy
2023-05-03,02:50,18.9,15,0.78,ENE,9.4,0,1013.5,Fair / Windy
2023-05-03,03:20,18.9,16.1,0.83,E,6.7,0,1013.5,Mostly Cloudy
2023-05-03,03:50,20,15,0.73,ENE,7.6,0,1014.6,Mostly Cloudy
2023-05-03,04:20,20,15,0.73,ENE,9.4,0,1013.5,Fair / Windy
2023-05-03,04:50,18.9,15,0.78,ENE,9.4,0,1013.5,Fair / Windy
2023-05-03,05:20,18.9,15,0.78,ENE,9.4,0,1013.5,Fair / Windy
2023-05-03,05:50,18.9,15,0.78,E,3.1,0,1014.6,Fair
2023-05-03,06:50,18.9,13.9,0.73,E,4,0,1015.2,Fair
2023-05-03,07:50,18.9,13.9,0.73,E,7.6,0,1014.6,Fair
2023-05-03,08:50,20,13.9,0.68,ESE,5.4,0,1016.3,Mostly Cloudy
2023-05-03,09:20,20,13.9,0.68,ESE,6.3,0,1016.3,Partly Cloudy
2023-05-03,09:50,20,15,0.73,E,6.3,0,1015.2,Partly Cloudy
2023-05-03,10:20,20,15,0.73,E,5.4,0,1016.3,Partly Cloudy
2023-05-03,10:50,21.1,15,0.68,ESE,5.8,0,1016.3,Partly Cloudy
2023-05-03,11:20,21.1,15,0.68,E,5.4,0,1016.3,Partly Cloudy
2023-05-03,11:50,20,15,0.73,E,5.4,0,1016.3,Mostly Cloudy
2023-05-03,12:20,20,15,0.73,E,5.4,0,1017.3,Mostly Cloudy
2023-05-03,12:50,21.1,15,0.68,E,5.4,0,1017.3,Partly Cloudy
2023-05-03,13:20,21.1,15,0.68,E,5.4,0,1016.3,Partly Cloudy
2023-05-03,13:50,21.1,13.9,0.64,E,5.4,0,1016.3,Mostly Cloudy
2023-05-03,14:20,21.1,15,0.68,ESE,5.8,0,1016.3,Mostly Cloudy
2023-05-03,14:50,22.2,15,0.64,ESE,5.4,0,1016.3,Partly Cloudy
2023-05-03,15:20,21.1,15,0.68,ESE,5.4,0,1016.3,Mostly Cloudy
2023-05-03,15:50,21.1,15,0.68,ESE,5.4,0,1016.3,Mostly Cloudy
2023-05-03,16:20,21.1,15,0.68,ESE,4,0,1016.3,Mostly Cloudy
2023-05-03,16:50,21.1,15,0.68,ESE,4,0,1016.3,Mostly Cloudy
2023-05-03,17:20,21.1,15,0.68,ESE,3.1,0,1016.3,Mostly Cloudy
2023-05-03,17:50,21.1,15,0.68,E,3.1,0,1016.3,Partly Cloudy
2023-05-03,18:20,21.1,15,0.68,ESE,3.1,0,1016.3,Fair
2023-05-03,18:50,21.1,16.1,0.73,E,3.1,0,1016.3,Fair
2023-05-03,19:20,20,16.1,0.78,E,3.1,0,1016.3,Fair
2023-05-03,19:50,20,16.1,0.78,E,3.1,0,1016.3,Fair
2023-05-03,20:20,20,15,0.73,E,3.1,0,1017.3,Fair
2023-05-03,20:50,20,16.1,0.78,ESE,2.7,0,1017.3,Fair
2023-05-03,21:20,20,16.1,0.78,E,2.2,0,1017.3,Fair
2023-05-03,21:50,20,16.1,0.78,E,2.7,0,1018.3,Fair
2023-05-03,22:20,18.9,16.1,0.83,E,2.7,0,1018.3,Fair
2023-05-03,22:50,18.9,16.1,0.83,E,2.7,0,1018.3,Fair
2023-05-03,23:20,18.9,16.1,0.83,ESE,2.7,0,1019.3,Fair
2023-05-03,23:50,18.9,16.1,0.83,ESE,2.2,0,1019.3,Fair
2023-05-04,00:20,18.9,16.1,0.83,SW,1.3,0,1019.3,Fair
2023-05-04,00:50,17.8,15,0.83,SW,0.9,0,1019.3,Fair
2023-05-04,01:20,17.2,15,0.88,W,2.2,0,1019.3,Fair
2023-05-04,01:50,17.2,15,0.88,W,1.3,0,1019.3,Fair
2023-05-04,02:20,17.2,15,0.88,WSW,2.2,0,1019.3,Fair
2023-05-04,02:50,17.2,15,0.88,WSW,2.7,0,1019.3,Fair
2023-05-04,03:20,17.2,15,0.88,W,2.7,0,1018.3,Fair
2023-05-04,03:50,17.2,15,0.88,W,3.1,0,1018.3,Fair
2023-05-04,04:20,17.2,13.9,0.82,WSW,3.1,0,1018.3,Fair
2023-05-04,04:50,17.2,13.9,0.82,WSW,2.7,0,1018.3,Fair
2023-05-04,05:20,16.1,13.9,0.88,W,4,0,1018.3,Fair
2023-05-04,05:50,17.2,13.9,0.82,SW,3.1,0,1018.3,Fair
2023-05-04,06:20,17.8,12.8,0.73,SW,3.1,0,1018.3,Fair
2023-05-04,06:50,17.8,12.2,0.68,SW,3.1,0,1018.3,Fair
2023-05-04,07:20,17.8,15,0.83,WSW,4,0,1018.3,Fair
2023-05-04,07:50,17.8,15,0.83,SSW,4.5,0,1018.3,Fair
2023-05-04,08:20,17.8,15,0.83,SSW,5.8,0,1019.3,Fair
2023-05-04,08:50,17.2,13.9,0.82,W,3.1,0,1019.3,Fair
2023-05-04,09:20,18.9,15,0.78,SW,2.7,0,1019.3,Fair
2023-05-04,09:50,17.8,13.9,0.77,W,3.1,0,1019.3,Fair
2023-05-04,10:20,20,13.9,0.68,SW,3.1,0,1019.3,Fair
2023-05-04,10:50,21.1,15,0.68,WSW,2.7,0,1019.3,Fair
2023-05-04,11:20,21.1,15,0.68,SSW,4.5,0,1019.3,Fair
2023-05-04,11:50,22.2,16.1,0.69,SSW,4,0,1019.3,Mostly Cloudy
2023-05-04,12:20,22.8,16.1,0.65,SSW,3.1,0,1019.3,Mostly Cloudy
2023-05-04,12:50,22.2,16.1,0.69,SSW,5.8,0,1019.3,Mostly Cloudy
2023-05-04,13:20,22.8,16.1,0.65,SSW,4,0,1019.3,Mostly Cloudy
2023-05-04,13:50,22.8,16.1,0.65,SSW,6.3,0,1019.3,Mostly Cloudy
2023-05-04,14:20,22.8,16.1,0.65,SSW,4,0,1019.3,Mostly Cloudy
2023-05-04,14:50,23.9,16.1,0.61,SSW,3.1,0,1019.3,Mostly Cloudy
2023-05-04,15:20,26.1,13.9,0.47,SSW,3.1,0,1018.3,Mostly Cloudy
2023-05-04,15:50,25,15,0.54,S,5.8,0,1018.3,Partly Cloudy
2023-05-04,16:20,26.1,13.9,0.47,SSW,4,0,1018.3,Partly Cloudy
2023-05-04,16:50,26.1,13.9,0.47,SSW,4.5,0,1017.3,Partly Cloudy
2023-05-04,17:20,25,12.8,0.47,SSW,5.8,0,1017.3,Fair
2023-05-04,17:50,25,11.1,0.41,SSW,6.3,0,1017.3,Fair
2023-05-04,18:20,25,11.1,0.41,SSW,6.3,0,1017.3,Fair
2023-05-04,18:50,25,10,0.39,SSW,5.8,0,1017.3,Fair
2023-05-04,19:20,25,11.1,0.41,SSW,6.3,0,1017.3,Fair
2023-05-04,19:50,26.1,11.1,0.39,SW,5.4,0,1017.3,Fair
2023-05-04,20:20,25,12.2,0.44,W,5.4,0,1017.3,Fair
2023-05-04,20:50,23.9,12.2,0.47,W,5.8,0,1017.3,Fair
2023-05-04,21:20,22.8,12.2,0.5,W,6.3,0,1017.3,Fair
2023-05-04,21:50,22.8,11.1,0.47,W,4.5,0,1017.3,Fair
2023-05-04,22:20,22.8,11.1,0.47,WSW,6.3,0,1018.3,Fair
2023-05-04,22:50,22.8,10,0.44,WSW,5.8,0,1018.3,Fair
2023-05-04,23:20,22.2,12.2,0.53,WSW,6.3,0,1018.3,Fair
2023-05-04,23:50,21.1,12.8,0.6,WSW,6.7,0,1018.3,Fair
2023-05-05,00:20,21.1,12.8,0.6,WSW,6.3,0,1018.3,Fair
2023-05-05,00:50,21.1,12.2,0.56,WSW,6.7,0,1018.3,Fair
2023-05-05,01:20,21.1,12.2,0.56,WSW,6.3,0,1018.3,Fair
2023-05-05,01:50,21.1,11.1,0.53,WSW,5.8,0,1018.3,Fair
2023-05-05,02:20,21.1,11.1,0.53,WSW,6.7,0,1017.3,Fair
2023-05-05,02:50,21.1,11.1,0.53,WSW,5.4,0,1017.3,Fair
2023-05-05,03:20,21.1,11.1,0.53,SW,5.4,0,1016.3,Fair
2023-05-05,03:50,21.1,11.1,0.53,SW,4,0,1016.3,Fair
2023-05-05,04:20,21.1,12.2,0.56,SW,4.5,0,1016.3,Fair
2023-05-05,04:50,20,12.8,0.64,SW,3.6,0,1016.3,Fair
2023-05-05,05:50,18.9,12.2,0.64,NNE,0.9,0,1016.3,Fair
2023-05-05,06:50,17.2,13.9,0.82,E,2.2,0,1016.3,Fog
2023-05-05,07:50,17.2,16.1,0.94,ENE,1.3,0,1016.3,Fog
2023-05-05,08:50,17.2,16.1,0.94,E,1.3,0,1017.3,Patches of Fog
2023-05-05,09:02,17.2,16.1,0.94,E,1.3,0,1017.3,Patches of Fog
2023-05-05,09:20,17.8,16.1,0.88,E,1.3,0,1017.3,Patches of Fog
2023-05-05,09:30,17.8,16.1,0.88,ENE,2.2,0,1017.3,Fair
2023-05-05,09:50,17.8,16.1,0.88,ENE,2.2,0,1017.3,Fair
2023-05-05,10:20,17.8,16.1,0.88,ENE,2.7,0,1017.3,Fair
2023-05-05,10:50,17.8,16.1,0.88,E,2.7,0,1017.3,Partly Cloudy
2023-05-05,11:20,17.8,16.1,0.88,E,3.1,0,1017.3,Fair
2023-05-05,11:50,18.9,16.1,0.83,ENE,3.1,0,1017.3,Fair
2023-05-05,12:20,18.9,16.1,0.83,E,3.1,0,1017.3,Fair
2023-05-05,12:50,18.9,16.1,0.83,E,3.1,0,1017.3,Fair
2023-05-05,13:20,18.9,16.1,0.83,E,3.1,0,1017.3,Mostly Cloudy
2023-05-05,13:50,20,16.1,0.78,E,3.6,0,1016.3,Mostly Cloudy
2023-05-05,14:20,20,16.1,0.78,E,3.1,0,1016.3,Fair
2023-05-05,14:50,20,16.1,0.78,E,2.7,0,1016.3,Fair
2023-05-05,15:20,21.1,16.1,0.73,E,2.7,0,1015.2,Fair
2023-05-05,15:50,21.1,16.1,0.73,E,3.1,0,1015.2,Fair
2023-05-05,16:20,20,16.1,0.78,E,3.6,0,1014.6,Fair
2023-05-05,16:50,23.9,15,0.57,ESE,3.1,0,1014.6,Fair
2023-05-05,17:20,25,15,0.54,ESE,2.2,0,1014.6,Fair
2023-05-05,17:50,23.9,13.9,0.53,S,1.3,0,1013.5,Fair
2023-05-05,18:20,22.8,13.9,0.57,ESE,2.7,0,1014.6,Fair
2023-05-05,18:50,22.8,13.9,0.57,ESE,2.2,0,1014.6,Fair
2023-05-05,19:20,22.2,13.9,0.6,ESE,2.2,0,1013.5,Fair
2023-05-05,19:50,22.2,15,0.64,W,0.9,0,1013.5,Fair
2023-05-05,20:20,22.2,16.1,0.69,E,0.9,0,1013.5,Fair
2023-05-05,20:50,20,16.1,0.78,ENE,1.3,0,1013.5,Fair
2023-05-05,21:20,20,16.1,0.78,NNE,0.9,0,1014.6,Fair
2023-05-05,21:50,20,16.1,0.78,NNE,2.7,0,1014.6,Fair
2023-05-05,22:20,20,17.2,0.83,ENE,2.7,0,1014.6,Fair
2023-05-05,22:50,18.9,17.2,0.88,ENE,3.6,0,1015.2,Fair
2023-05-05,23:20,18.9,17.2,0.88,ENE,3.1,0,1015.2,Fair
2023-05-05,23:50,18.9,17.2,0.88,NE,3.6,0,1015.2,Fair
2023-05-06,00:20,18.9,17.2,0.88,ENE,3.1,0,1015.2,Fair
2023-05-06,00:50,18.9,17.8,0.94,ENE,2.7,0,1015.2,Fair
2023-05-06,01:20,18.9,17.8,0.94,ENE,2.7,0,1015.2,Fair
2023-05-06,02:20,18.9,16.1,0.83,NNE,0.9,0,1015.2,Cloudy
2023-05-06,02:50,17.8,16.1,0.88,W,0.9,0,1014.6,Cloudy
2023-05-06,03:20,17.8,16.1,0.88,W,1.3,0,1014.6,Mostly Cloudy
2023-05-06,03:50,17.8,15,0.83,W,2.7,0,1014.6,Mostly Cloudy
2023-05-06,04:20,17.2,15,0.88,W,3.1,0,1013.5,Mostly Cloudy
2023-05-06,04:50,17.2,16.1,0.94,W,3.1,0,1014.6,Mostly Cloudy
2023-05-06,05:50,17.8,16.1,0.88,WSW,3.1,0,1013.5,Mostly Cloudy
2023-05-06,06:50,17.2,13.9,0.82,WSW,2.7,0,1013.5,Partly Cloudy
2023-05-06,07:50,17.2,13.9,0.82,WSW,3.1,0,1013.5,Fair
2023-05-06,08:50,17.8,13.9,0.77,WSW,2.7,0,1014.6,Fair
2023-05-06,09:20,18.9,15,0.78,WSW,3.1,0,1014.6,Fair
2023-05-06,09:50,20,15,0.73,WSW,3.1,0,1014.6,Fair
2023-05-06,10:20,21.1,15,0.68,SSW,3.6,0,1014.6,Fair
2023-05-06,10:50,22.2,15,0.64,SSW,4,0,1014.6,Fair
2023-05-06,11:20,22.2,15,0.64,SSW,5.4,0,1014.6,Fair
2023-05-06,11:50,23.9,13.9,0.53,SW,4,0,1015.2,Fair
2023-05-06,12:20,23.9,13.9,0.53,SW,5.4,0,1015.2,Fair
2023-05-06,12:50,22.8,13.9,0.57,SW,6.3,0,1015.2,Fair
2023-05-06,13:20,22.8,13.9,0.57,SW,6.7,11.6,1015.2,Fair
2023-05-06,13:50,22.8,13.9,0.57,SW,7.2,12.5,1015.2,Fair
2023-05-06,14:20,22.8,13.9,0.57,SW,7.2,12.5,1015.2,Fair
2023-05-06,14:50,23.9,15,0.57,SW,6.7,11.6,1015.2,Fair
2023-05-06,15:20,25,13.9,0.5,W,7.2,0,1015.2,Fair
2023-05-06,15:50,23.9,12.8,0.5,W,7.2,0,1014.6,Fair
2023-05-06,16:20,25,12.2,0.44,W,6.3,0,1014.6,Fair
2023-05-06,16:50,25,12.8,0.47,WSW,6.3,0,1014.6,Fair
2023-05-06,17:20,25,12.8,0.47,WSW,6.7,0,1014.6,Fair
2023-05-06,17:50,25,12.8,0.47,W,7.2,0,1014.6,Fair
2023-05-06,18:20,25,12.2,0.44,WSW,6.7,0,1014.6,Fair
2023-05-06,18:50,22.8,13.9,0.57,W,5.4,0,1014.6,Fair
2023-05-06,19:20,22.8,11.1,0.47,W,6.3,0,1014.6,Fair
2023-05-06,19:50,22.8,11.1,0.47,W,6.3,0,1013.5,Fair
2023-05-06,20:20,22.2,11.1,0.5,W,6.3,0,1014.6,Fair
2023-05-06,20:50,21.1,13.9,0.64,SSW,5.8,0,1014.6,Fair
2023-05-06,21:50,21.1,12.8,0.6,WSW,4,0,1014.6,Fair
2023-05-06,22:20,21.1,11.1,0.53,W,6.7,0,1015.2,Fair
2023-05-06,22:50,21.1,13.9,0.64,W,7.6,0,1015.2,Fair
2023-05-06,23:20,20,13.9,0.68,W,5.8,0,1015.2,Fair
2023-05-06,23:50,20,16.1,0.78,W,7.2,0,1016.3,Fair
2023-05-07,00:20,20,16.1,0.78,W,7.6,0,1016.3,Fair
2023-05-07,00:50,20,16.1,0.78,W,8.9,0,1016.3,Fair
2023-05-07,01:20,18.9,16.1,0.83,W,7.6,0,1015.2,Fair
2023-05-07,01:50,20,16.1,0.78,W,5.8,0,1015.2,Fair
2023-05-07,02:20,20,16.1,0.78,W,6.3,0,1015.2,Fair
2023-05-07,02:50,20,16.1,0.78,W,6.3,0,1015.2,Fair
2023-05-07,03:20,20,16.1,0.78,W,6.3,0,1015.2,Fair
2023-05-07,03:50,20,16.1,0.78,WSW,6.3,0,1015.2,Fair
2023-05-07,04:20,20,16.1,0.78,WSW,5.4,0,1014.6,Fair
2023-05-07,04:50,21.1,15,0.68,SW,6.7,0,1014.6,Fair
2023-05-07,05:20,20,16.1,0.78,SW,6.3,0,1014.6,Fair
2023-05-07,05:50,20,15,0.73,SW,5.4,0,1014.6,Fair
2023-05-07,06:50,20,15,0.73,SW,5.4,0,1014.6,Fair
2023-05-07,07:50,20,15,0.73,WSW,5.8,0,1015.2,Fair
2023-05-07,08:50,20,16.1,0.78,SSW,5.4,0,1015.2,Fair
2023-05-07,09:20,20,16.1,0.78,SW,5.4,0,1016.3,Fair
2023-05-07,09:50,21.1,16.1,0.73,SSW,4.5,0,1016.3,Fair
